timestamp,raw_value,attention
1614302987.052981,91,83
1614302987.052981,91,83
1614302987.052981,91,83
1614302987.052981,91,83
1614302987.052981,91,83
1614302987.104288,137,83
1614302987.11335,89,83
1614302987.1152902,73,83
1614302987.1152902,73,83
1614302987.1152902,73,83
1614302987.1152902,73,83
1614302987.158624,70,83
1614302987.169972,74,83
1614302987.169972,74,83
1614302987.169972,74,83
1614302987.169972,74,83
1614302987.169972,74,83
1614302987.2185202,54,83
1614302987.229652,39,83
1614302987.2337122,41,83
1614302987.2337122,41,83
1614302987.2337122,41,83
1614302987.2337122,41,83
1614302987.2728288,39,83
1614302987.282568,-17,83
1614302987.289643,117,83
1614302987.301033,90,83
1614302987.301033,90,83
1614302987.301033,90,83
1614302987.301033,90,83
1614302987.3372889,93,83
1614302987.3484778,167,83
1614302987.356,90,83
1614302987.359754,44,83
1614302987.359754,44,83
1614302987.359754,44,83
1614302987.395285,11,83
1614302987.401868,49,83
1614302987.401868,49,83
1614302987.401868,49,83
1614302987.401868,49,83
1614302987.401868,49,83
1614302987.401868,49,83
1614302987.401868,49,83
1614302987.47421,53,83
1614302987.4837298,75,83
1614302987.4917371,106,83
1614302987.4917371,106,83
1614302987.4917371,106,83
1614302987.4917371,106,83
1614302987.4917371,106,83
1614302987.535647,20,83
1614302987.544781,-5,83
1614302987.5550551,107,83
1614302987.558828,69,83
1614302987.558828,69,83
1614302987.558828,69,83
1614302987.591454,55,83
1614302987.601433,42,83
1614302987.608736,97,83
1614302987.608736,97,83
1614302987.608736,97,83
1614302987.608736,97,83
1614302987.608736,97,83
1614302987.6533198,70,83
1614302987.663341,85,83
1614302987.670953,49,83
1614302987.674836,21,83
1614302987.674836,21,83
1614302987.674836,21,83
1614302987.674836,21,83
1614302987.674836,21,83
1614302987.674836,21,83
1614302987.674836,21,83
1614302987.674836,21,83
1614302987.759944,-21,83
1614302987.770287,72,83
1614302987.778503,91,83
1614302987.778503,91,83
1614302987.778503,91,83
1614302987.778503,91,83
1614302987.8159502,77,83
1614302987.825283,36,83
1614302987.8335118,82,100
1614302987.8375318,109,100
1614302987.8375318,109,100
1614302987.8375318,109,100
1614302987.8740501,73,100
1614302987.880748,18,100
1614302987.890912,55,100
1614302987.898495,51,100
1614302987.902292,21,100
1614302987.902292,21,100
1614302987.902292,21,100
1614302987.935285,13,100
1614302987.945041,8,100
1614302987.952223,116,100
1614302987.9627898,28,100
1614302987.9627898,28,100
1614302987.9627898,28,100
1614302987.9627898,28,100
1614302987.996353,19,100
