,timestamp,raw_value,attention,delta
0,0,104,34,0.0
1,1,34,34,0.015044927597045898
2,2,65,34,0.029430627822875977
3,3,35,34,0.041848182678222656
4,4,48,34,0.05384993553161621
5,5,48,34,0.05384993553161621
6,6,48,34,0.0878591537475586
7,7,85,34,0.10300397872924805
8,8,-2,34,0.11906290054321289
9,9,17,34,0.12938785552978516
10,10,72,34,0.13987398147583008
11,11,68,34,0.15915894508361816
12,12,90,34,0.17453789710998535
13,13,50,34,0.1894361972808838
14,14,49,34,0.20116400718688965
15,15,55,34,0.21222996711730957
16,16,21,34,0.22751283645629883
17,17,34,34,0.24294590950012207
18,18,54,34,0.25460386276245117
19,19,89,34,0.2696349620819092
20,20,84,34,0.28510308265686035
21,21,91,34,0.29674410820007324
22,22,52,34,0.31592512130737305
23,23,51,34,0.3265950679779053
24,24,81,34,0.34229111671447754
25,25,114,34,0.3543860912322998
26,26,114,34,0.3543860912322998
27,27,71,34,0.3837699890136719
28,28,99,34,0.3951289653778076
29,29,71,34,0.4103548526763916
30,30,40,34,0.4258146286010742
31,31,41,34,0.440824031829834
32,32,92,34,0.45586299896240234
33,33,93,34,0.4676368236541748
34,34,84,34,0.47615981101989746
35,35,87,34,0.5009870529174805
36,36,39,34,0.5112240314483643
37,37,118,34,0.526400089263916
38,38,108,34,0.5380198955535889
39,39,86,34,0.5495171546936035
40,40,64,34,0.5615370273590088
41,41,49,34,0.577150821685791
42,42,24,34,0.5879080295562744
43,43,71,34,0.599851131439209
44,44,27,34,0.6149239540100098
45,45,57,34,0.6229958534240723
46,46,83,34,0.637718915939331
47,47,58,34,0.6540470123291016
48,48,58,34,0.6540470123291016
49,49,39,34,0.6835670471191406
50,50,50,34,0.6950139999389648
51,51,82,34,0.7056930065155029
52,52,73,34,0.7177438735961914
53,53,38,34,0.732342004776001
54,54,12,34,0.7480518817901611
55,55,42,34,0.763207197189331
56,56,43,34,0.7789304256439209
57,57,23,34,0.7923259735107422
58,58,102,34,0.8058700561523438
59,59,54,34,0.8205599784851074
60,60,20,34,0.8316409587860107
61,61,8,34,0.8434610366821289
62,62,66,34,0.8586599826812744
63,63,65,34,0.8736939430236816
64,64,108,34,0.886667013168335
65,65,60,34,0.897885799407959
66,66,68,34,0.917832612991333
67,67,84,34,0.9301400184631348
68,68,88,34,0.9441790580749512
69,69,91,34,0.9525108337402344
70,70,91,34,0.9525108337402344
71,71,81,34,0.9826359748840332
72,72,72,34,0.9980089664459229
73,73,28,34,1.0119469165802002
74,74,11,30,1.0269501209259033
75,75,40,30,1.0427000522613525
76,76,55,30,1.0531690120697021
77,77,59,30,1.0648000240325928
78,78,107,30,1.0798487663269043
79,79,84,30,1.091698169708252
80,80,24,30,1.1068010330200195
81,81,19,30,1.1218969821929932
82,82,87,30,1.1338751316070557
83,83,115,30,1.1489949226379395
84,84,132,30,1.1645441055297852
85,85,54,30,1.1800038814544678
86,86,43,30,1.194633960723877
87,87,55,30,1.2100639343261719
88,88,7,30,1.220702886581421
89,89,53,30,1.2326250076293945
90,90,82,30,1.243293046951294
91,91,118,30,1.2524030208587646
92,92,136,30,1.2758278846740723
93,93,84,30,1.2931489944458008
94,94,85,30,1.3050360679626465
95,95,68,30,1.3166019916534424
96,96,75,30,1.3320646286010742
97,97,81,30,1.3453080654144287
98,98,81,30,1.3453080654144287
99,99,67,30,1.3656837940216064
100,100,69,30,1.3817241191864014
101,101,85,30,1.3956489562988281
102,102,67,30,1.4075548648834229
103,103,83,30,1.4157090187072754
104,104,90,30,1.431509017944336
105,105,85,30,1.4428420066833496
106,106,56,30,1.4546091556549072
107,107,20,30,1.4700219631195068
108,108,40,30,1.4849233627319336
109,109,70,30,1.4971070289611816
110,110,80,30,1.5129070281982422
111,111,43,30,1.5284290313720703
112,112,10,30,1.5411949157714844
113,113,10,30,1.5411949157714844
114,114,6,30,1.5746138095855713
115,115,43,30,1.5895369052886963
116,116,120,30,1.6040949821472168
117,117,69,30,1.6194000244140625
118,118,26,30,1.630648136138916
119,119,16,30,1.6420161724090576
120,120,43,30,1.6576869487762451
121,121,44,30,1.6729021072387695
122,122,76,30,1.684809923171997
123,123,44,30,1.6989350318908691
124,124,18,30,1.7136821746826172
125,125,24,30,1.729421854019165
126,126,106,30,1.7442409992218018
127,127,97,30,1.759401798248291
128,128,43,30,1.770521879196167
129,129,69,30,1.785640001296997
130,130,71,30,1.7972629070281982
131,131,25,30,1.8121421337127686
132,132,56,30,1.8232991695404053
133,133,97,30,1.8379759788513184
134,134,90,30,1.8492298126220703
135,135,101,30,1.854598045349121
136,136,100,30,1.8763813972473145
137,137,8,30,1.8926751613616943
138,138,68,30,1.9068999290466309
139,139,75,30,1.9217379093170166
140,140,85,30,1.937412977218628
141,141,72,30,1.9524829387664795
142,142,44,30,1.9673840999603271
143,143,7,30,1.9787390232086182
144,144,38,30,1.9944419860839844
145,145,55,30,2.009471893310547
146,146,100,34,2.0284340381622314
147,147,145,34,2.043520927429199
148,148,102,34,2.0539939403533936
149,149,28,34,2.0689618587493896
150,150,55,34,2.0842511653900146
151,151,73,34,2.0991058349609375
152,152,38,34,2.1151230335235596
153,153,69,34,2.1261558532714844
154,154,91,34,2.133714199066162
155,155,91,34,2.133714199066162
156,156,91,34,2.133714199066162
157,157,91,34,2.133714199066162
158,158,91,34,2.133714199066162
159,159,91,34,2.133714199066162
160,160,93,34,2.2231249809265137
161,161,36,34,2.231606960296631
162,162,36,34,2.231606960296631
163,163,36,34,2.231606960296631
164,164,81,34,2.2749428749084473
165,165,42,34,2.282442808151245
