timestamp,raw_value,attention
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
1615091840.2859762,220,23
