timestamp,raw_value,attention
1615168697.814377,-10,41
1615168697.8185742,34,41
1615168697.8185742,34,41
1615168697.8185742,34,41
1615168697.8185742,34,41
1615168697.856352,69,41
1615168697.8638778,136,41
1615168697.872475,56,41
1615168697.881068,11,41
1615168697.889766,1,41
1615168697.89731,-34,41
1615168697.904796,-22,41
1615168697.914932,36,41
1615168697.922698,32,41
1615168697.9327219,65,41
1615168697.943858,39,41
1615168697.952568,32,41
1615168697.961466,29,41
1615168697.970218,22,41
1615168697.977706,74,41
1615168697.987723,56,41
1615168697.995213,-17,41
1615168698.004896,26,41
1615168698.013682,103,41
1615168698.022354,34,41
1615168698.0300102,17,41
1615168698.039862,109,41
1615168698.047341,128,41
1615168698.057332,89,41
1615168698.0648372,56,41
1615168698.074908,106,41
1615168698.0848489,-242,41
1615168698.088589,53,41
1615168698.088589,53,41
1615168698.111068,199,41
1615168698.11874,-181,41
1615168698.11874,-181,41
1615168698.11874,-181,41
1615168698.11874,-181,41
1615168698.157696,-121,41
1615168698.1675851,-154,41
1615168698.1751392,-428,41
1615168698.183976,-365,41
1615168698.1927192,-18,41
1615168698.201256,-281,41
1615168698.21022,-93,41
1615168698.2202199,69,41
1615168698.227593,-129,41
1615168698.237728,153,41
1615168698.247755,290,41
1615168698.255133,258,41
1615168698.26275,294,41
1615168698.272544,166,41
1615168698.280201,112,41
1615168698.2901309,264,41
1615168698.300237,277,41
1615168698.303906,162,41
1615168698.303906,162,41
1615168698.303906,162,41
1615168698.303906,162,41
1615168698.344767,637,27
1615168698.352585,444,27
1615168698.362705,424,27
1615168698.370214,459,27
1615168698.378965,423,27
1615168698.386355,220,27
1615168698.393836,125,27
1615168698.4039931,69,27
1615168698.412441,124,27
1615168698.418762,84,27
1615168698.418762,84,27
1615168698.418762,84,27
1615168698.418762,84,27
1615168698.457726,131,27
1615168698.467615,85,27
1615168698.477582,-110,27
1615168698.485142,-68,27
1615168698.494859,-87,27
1615168698.504833,-146,27
1615168698.5123289,-28,27
1615168698.5198221,-162,27
1615168698.5288908,-113,27
1615168698.5372858,-12,27
1615168698.5472882,-44,27
1615168698.554809,-91,27
1615168698.564141,-235,27
1615168698.57106,-106,27
1615168698.581123,25,27
1615168698.589795,55,27
1615168698.5985548,-10,27
1615168698.606112,-40,27
1615168698.616072,52,27
