timestamp,raw_value,attention
1615778242.7128,178,37
1615778242.722046,91,37
1615778242.728023,73,37
1615778242.7383091,81,37
1615778242.748211,116,37
1615778242.7557929,7,37
1615778242.763157,11,37
1615778242.773282,-33,37
1615778242.780716,102,37
1615778242.7907698,64,37
1615778242.7994292,-100,37
1615778242.808088,-82,37
1615778242.814516,-61,37
1615778242.821088,-26,37
1615778242.833301,-42,37
1615778242.843379,150,37
1615778242.853162,76,37
1615778242.8592849,48,37
1615778242.869557,55,37
1615778242.8781362,71,37
1615778242.8781362,71,37
1615778242.8781362,71,37
1615778242.905409,-11,37
1615778242.912952,102,37
1615778242.920377,118,37
1615778242.929142,170,37
1615778242.9367292,123,37
1615778242.946667,84,37
1615778242.954131,141,37
1615778242.9629362,88,37
1615778242.969548,-17,37
1615778242.969548,-17,37
1615778242.969548,-17,37
1615778242.969548,-17,37
1615778243.0092669,-35,37
1615778243.019217,179,37
1615778243.026635,273,37
1615778243.035404,76,37
1615778243.0442612,19,37
1615778243.049491,71,37
1615778243.049491,71,37
1615778243.066981,-10,37
1615778243.079239,75,37
1615778243.085511,81,37
1615778243.093028,32,37
1615778243.103271,84,37
1615778243.113199,70,37
1615778243.1208692,11,37
1615778243.130663,93,37
1615778243.138309,-27,37
1615778243.146979,-51,37
1615778243.151859,-124,37
1615778243.151859,-124,37
1615778243.151859,-124,37
1615778243.151859,-124,37
1615778243.188063,-126,40
1615778243.198179,72,40
1615778243.2082272,61,40
1615778243.215765,52,40
1615778243.2245371,21,40
1615778243.2317061,57,40
1615778243.242114,9,40
1615778243.249413,1,40
1615778243.259341,45,40
1615778243.2695098,-2,40
1615778243.2695098,-2,40
1615778243.2695098,-2,40
1615778243.2695098,-2,40
1615778243.305853,-45,40
1615778243.313096,291,40
1615778243.322052,278,40
1615778243.329246,178,40
1615778243.3383172,169,40
1615778243.346708,192,40
1615778243.357056,157,40
1615778243.36555,141,40
1615778243.370792,179,40
1615778243.3829901,128,40
1615778243.39053,97,40
1615778243.401669,25,40
1615778243.407957,-26,40
1615778243.417866,-97,40
1615778243.425378,-116,40
1615778243.432889,-162,40
1615778243.443062,-148,40
1615778243.4503858,-71,40
1615778243.459313,-107,40
1615778243.467909,-170,40
1615778243.474179,-77,40
1615778243.4842181,-81,40
1615778243.494248,-75,40
1615778243.5028758,-56,40
1615778243.512893,-23,40
1615778243.517895,-20,40
1615778243.517895,-20,40
1615778243.517895,-20,40
1615778243.545399,-9,40
1615778243.555385,132,40
1615778243.5604239,39,40
1615778243.569119,36,40
1615778243.569119,36,40
1615778243.569119,36,40
1615778243.569119,36,40
1615778243.606633,11,40
1615778243.615387,197,40
1615778243.624158,153,40
1615778243.6330519,85,40
1615778243.640801,39,40
1615778243.650749,84,40
1615778243.658294,43,40
1615778243.666961,57,40
1615778243.6755478,20,40
1615778243.682934,5,40
1615778243.691882,17,40
1615778243.7006452,-43,40
1615778243.709593,-42,40
1615778243.719427,-29,40
1615778243.726828,-20,40
1615778243.736932,64,40
1615778243.745555,65,40
1615778243.755799,27,40
1615778243.765811,74,40
1615778243.77456,36,40
1615778243.783343,37,40
1615778243.793345,-5,40
1615778243.800688,-11,40
1615778243.81089,0,40
1615778243.81828,4,40
1615778243.8281338,19,40
1615778243.83834,22,40
1615778243.84556,-33,40
1615778243.8556778,60,40
1615778243.86313,40,40
